ResourceId,Subscription,ResourceGroup,Resource,ResourceType,Tags
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Compute/virtualMachines/static-test-wfe/extensions/IaaSAntimalware,TfGM SharePoint,tfgm-rg-vn-ne1,static-test-wfe/IaaSAntimalware,Microsoft.Compute/virtualMachines/extensions,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Compute/virtualMachines/static-wfe01,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe01,Microsoft.Compute/virtualMachines,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Compute/virtualMachines/static-wfe01/extensions/IaaSAntimalware,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe01/IaaSAntimalware,Microsoft.Compute/virtualMachines/extensions,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Compute/virtualMachines/static-wfe01/extensions/VMSnapshot,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe01/VMSnapshot,Microsoft.Compute/virtualMachines/extensions,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/applicationGateways/TfGM-waf,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-waf,Microsoft.Network/applicationGateways,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/connections/tfgm-vn-ne1-vgw-vpn-on-premises,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-vn-ne1-vgw-vpn-on-premises,Microsoft.Network/connections,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/loadBalancers/TfGM-public-LBIP,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-public-LBIP,Microsoft.Network/loadBalancers,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/loadBalancers/TfGM-static-LB,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-static-LB,Microsoft.Network/loadBalancers,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/localNetworkGateways/tfgm-lg-2pp,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-lg-2pp,Microsoft.Network/localNetworkGateways,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-adc-01197,TfGM SharePoint,tfgm-rg-vn-ne1,azurespt-adc-01197,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-app-01250,TfGM SharePoint,tfgm-rg-vn-ne1,azurespt-app-01250,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-sql-01502,TfGM SharePoint,tfgm-rg-vn-ne1,azurespt-sql-01502,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-web-01996,TfGM SharePoint,tfgm-rg-vn-ne1,azurespt-web-01996,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-app01647,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-app01647,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-sql987,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-sql987,Microsoft.Network/networkInterfaces,Environment=EDRMS; displayName=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-wfe01976,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe01976,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-wfe02407,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe02407,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-wfe03-nic-1071ed1713084539869a16778443c21c,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe03-nic-1071ed1713084539869a16778443c21c,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-edrms-wfe03-nic-b2346790cce748629b29a0ad4ecf2804,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe03-nic-b2346790cce748629b29a0ad4ecf2804,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-public-app01204,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-app01204,Microsoft.Network/networkInterfaces,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-public-sql100,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-sql100,Microsoft.Network/networkInterfaces,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-public-wfe01882,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-wfe01882,Microsoft.Network/networkInterfaces,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-public-wfe02392,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-wfe02392,Microsoft.Network/networkInterfaces,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-test-app01128,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-app01128,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-test-sql949,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-sql949,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/sp-test-wfe01977,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-wfe01977,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/static-test-wfe812,TfGM SharePoint,tfgm-rg-vn-ne1,static-test-wfe812,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/static-wfe01550,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe01550,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkInterfaces/static-wfe02522,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe02522,Microsoft.Network/networkInterfaces,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/sp-EDRMS-app01-nsg,TfGM SharePoint,tfgm-rg-vn-ne1,sp-EDRMS-app01-nsg,Microsoft.Network/networkSecurityGroups,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/sp-public-app01-nsg,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-app01-nsg,Microsoft.Network/networkSecurityGroups,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/sp-public-sql-nsg,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-sql-nsg,Microsoft.Network/networkSecurityGroups,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/static-wfe02-nsg,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe02-nsg,Microsoft.Network/networkSecurityGroups,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/tfgm-dom-ne1,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-dom-ne1,Microsoft.Network/networkSecurityGroups,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/tfgm-ftphttp-nwsecgroup,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-ftphttp-nwsecgroup,Microsoft.Network/networkSecurityGroups,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/tfgm-nsg-dom,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-nsg-dom,Microsoft.Network/networkSecurityGroups,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/networkSecurityGroups/tfgm-nsg-ser,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-nsg-ser,Microsoft.Network/networkSecurityGroups,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/ipconfig1,TfGM SharePoint,tfgm-rg-vn-ne1,ipconfig1,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-EDRMS-app01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-EDRMS-app01-ip,Microsoft.Network/publicIPAddresses,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-EDRMS-sql-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-EDRMS-sql-ip,Microsoft.Network/publicIPAddresses,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-EDRMS-wfe01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-EDRMS-wfe01-ip,Microsoft.Network/publicIPAddresses,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-edrms-wfe02publicIP,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe02publicIP,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-edrms-wfe03-pip-6d9c7ca18c524cd78f662a6f29c5bf3c,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe03-pip-6d9c7ca18c524cd78f662a6f29c5bf3c,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-edrms-wfe03-pip-8bc45996fc2d4a7e902897814acdfc37,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-wfe03-pip-8bc45996fc2d4a7e902897814acdfc37,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-public-app01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-app01-ip,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-public-sql-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-sql-ip,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-public-wfe01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-wfe01-ip,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-public-wfe02-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-wfe02-ip,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-test-app01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-app01-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-test-sql-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-sql-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/sp-test-wfe01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,sp-test-wfe01-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/static-test-wfe-ip,TfGM SharePoint,tfgm-rg-vn-ne1,static-test-wfe-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/static-wfe01-ip,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe01-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/static-wfe02-ip,TfGM SharePoint,tfgm-rg-vn-ne1,static-wfe02-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/testwaf-ip,TfGM SharePoint,tfgm-rg-vn-ne1,testwaf-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/tfgm-pip-spapp,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-pip-spapp,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/tfgm-pip-spsql,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-pip-spsql,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/tfgm-pip-spweb,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-pip-spweb,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/TfGM-public-lbIP,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-public-lbIP,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/TfGM-static-lbIP,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-static-lbIP,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/tfgm-vn-ne1-vgw-pip,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-vn-ne1-vgw-pip,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/publicIPAddresses/TfGM-waf-public-ip,TfGM SharePoint,tfgm-rg-vn-ne1,TfGM-waf-public-ip,Microsoft.Network/publicIPAddresses,Environment=TfGM_Public; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/virtualNetworkGateways/tfgm-vn-ne1-vgw,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-vn-ne1-vgw,Microsoft.Network/virtualNetworkGateways,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Network/virtualNetworks/tfgm-vn-ne1,TfGM SharePoint,tfgm-rg-vn-ne1,tfgm-vn-ne1,Microsoft.Network/virtualNetworks,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.SqlVirtualMachine/SqlVirtualMachines/sp-edrms-sql,TfGM SharePoint,tfgm-rg-vn-ne1,sp-edrms-sql,Microsoft.SqlVirtualMachine/SqlVirtualMachines,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.SqlVirtualMachine/SqlVirtualMachines/sp-public-sql,TfGM SharePoint,tfgm-rg-vn-ne1,sp-public-sql,Microsoft.SqlVirtualMachine/SqlVirtualMachines,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmrgvnne13317,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmrgvnne13317,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmrgvnne1diag201,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmrgvnne1diag201,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmrgvnne1disks616,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmrgvnne1disks616,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmrgvnne1disks862,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmrgvnne1disks862,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsassdne2,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmsassdne2,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-vn-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsqlbkp,TfGM SharePoint,tfgm-rg-vn-ne1,tfgmsqlbkp,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Compute/availabilitySets/tfgm-as-dom1,TfGM SharePoint,tfgm-rg-shd-ne1,tfgm-as-dom1,Microsoft.Compute/availabilitySets,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Compute/virtualMachines/azurespt-adc-01,TfGM SharePoint,tfgm-rg-shd-ne1,azurespt-adc-01,Microsoft.Compute/virtualMachines,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Compute/virtualMachines/azurespt-adc-01/extensions/IaaSDiagnostics,TfGM SharePoint,tfgm-rg-shd-ne1,azurespt-adc-01/IaaSDiagnostics,Microsoft.Compute/virtualMachines/extensions,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-adc-01-nic-ce00e9c26c17482aa45967c249693fa9,TfGM SharePoint,tfgm-rg-shd-ne1,azurespt-adc-01-nic-ce00e9c26c17482aa45967c249693fa9,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Network/networkInterfaces/azurespt-dc-01245,TfGM SharePoint,tfgm-rg-shd-ne1,azurespt-dc-01245,Microsoft.Network/networkInterfaces,Environment=EDRMS; 
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Network/publicIPAddresses/tfgm-pip-temp,TfGM SharePoint,tfgm-rg-shd-ne1,tfgm-pip-temp,Microsoft.Network/publicIPAddresses,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.RecoveryServices/vaults/TfgmRecoveryService,TfGM SharePoint,tfgm-rg-shd-ne1,TfgmRecoveryService,Microsoft.RecoveryServices/vaults,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsastdne2,TfGM SharePoint,tfgm-rg-shd-ne1,tfgmsastdne2,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsastdne3,TfGM SharePoint,tfgm-rg-shd-ne1,tfgmsastdne3,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsastdne4,TfGM SharePoint,tfgm-rg-shd-ne1,tfgmsastdne4,Microsoft.Storage/storageAccounts,
/subscriptions/fc9c29b9-8b6d-40aa-b3ac-6651c365d61a/resourceGroups/tfgm-rg-shd-ne1/providers/Microsoft.Storage/storageAccounts/tfgmsastne1,TfGM SharePoint,tfgm-rg-shd-ne1,tfgmsastne1,Microsoft.Storage/storageAccounts,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_uksouth,Jason Test,NetworkWatcherRG,NetworkWatcher_uksouth,Microsoft.Network/networkWatchers,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_ukwest,Jason Test,NetworkWatcherRG,NetworkWatcher_ukwest,Microsoft.Network/networkWatchers,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/JASONTEST/providers/Microsoft.Compute/disks/baigmawin10_OsDisk_1_37daf4cd7e7f4a55bb1363018b62298f,Jason Test,jasontest,baigmawin10_OsDisk_1_37daf4cd7e7f4a55bb1363018b62298f,Microsoft.Compute/disks,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/jasontest/providers/Microsoft.Compute/virtualMachines/baigmawin10,Jason Test,jasontest,baigmawin10,Microsoft.Compute/virtualMachines,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/jasontest/providers/Microsoft.Network/networkInterfaces/baigmawin1024,Jason Test,jasontest,baigmawin1024,Microsoft.Network/networkInterfaces,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/jasontest/providers/Microsoft.Network/networkSecurityGroups/baigmawin10-nsg,Jason Test,jasontest,baigmawin10-nsg,Microsoft.Network/networkSecurityGroups,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/jasontest/providers/Microsoft.Network/publicIPAddresses/baigmawin10-ip,Jason Test,jasontest,baigmawin10-ip,Microsoft.Network/publicIPAddresses,
/subscriptions/43dacb79-92cf-4ee4-8ce8-be396bee7fb7/resourceGroups/jasontest/providers/Microsoft.Network/virtualNetworks/jasontest-vnet,Jason Test,jasontest,jasontest-vnet,Microsoft.Network/virtualNetworks,
